"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"3","GS","Kris Wilson","3","2:13.742","27:50.639","Green","Track","6.310","6.565","27.262","16.757","29.295","30.416","0.578","11.879","1.647","3.033","146.666","104.874"
"19","GS","Ari Balogh","3","2:15.092","27:56.480","Green","Track","6.255","6.414","27.337","17.009","30.047","30.881","0.583","11.905","1.636","3.025","145.408","105.579"
"99","GS","Steven Phillips","3","2:15.764","28:05.443","Green","Track","6.347","6.852","27.504","16.798","29.690","30.945","0.574","12.401","1.630","3.023","147.688","105.968"
"56","GS","Jeff Mosing","3","2:14.668","28:07.221","Green","Track","6.322","6.366","27.192","16.912","29.873","30.641","0.579","12.101","1.646","3.036","146.412","104.938"
"26","GS","Jayson Clunie","3","2:13.764","28:11.373","Green","Track","6.261","6.652","27.175","16.445","29.616","30.313","0.565","12.110","1.627","3.000","150.040","106.163"
"65","GS","Brent Mosing","3","2:17.285","28:15.535","Green","Track","6.485","6.988","28.098","16.938","30.001","31.307","0.588","12.150","1.664","3.066","144.171","103.802"
"57","GS","Bryce Ward","3","2:17.154","28:20.190","Green","Track","6.254","7.104","28.181","16.764","30.129","31.104","0.578","12.370","1.643","3.027","146.666","105.129"
"4","GS","Ted Giovanis","3","2:21.458","28:24.350","Green","Track","6.850","7.190","28.518","17.084","31.076","32.079","0.588","13.193","1.732","3.148","144.171","99.727"
"38","GS","James Cox","3","2:14.933","28:24.466","Green","Track","6.300","6.452","27.535","16.931","29.518","30.854","0.584","12.002","1.672","3.085","145.159","103.306"
"39","GS","Tyler McQuarrie","3","2:13.241","28:47.365","Green","Track","6.264","6.344","27.285","16.356","29.351","30.374","0.581","12.033","1.633","3.020","145.908","105.773"
"82","GS","James Clay","3","2:12.977","28:47.471","Green","Track","6.143","6.562","27.054","16.371","29.519","30.263","0.564","11.961","1.589","2.951","150.306","108.702"
"60","GS","Nate Stacy","3","2:13.776","28:53.687","Green","Track","6.315","6.398","27.327","16.636","29.397","30.508","0.584","11.936","1.636","3.039","145.159","105.579"
"76","GS","Paul Holton","3","2:12.883","29:13.934","Green","Track","6.280","6.383","27.137","16.512","29.272","30.393","0.578","11.676","1.632","3.020","146.666","105.838"
"7","GS","Alan Brynjolfsson","3","2:13.509","29:20.420","Green","Track","6.326","6.333","27.427","16.687","29.379","30.487","0.585","11.667","1.611","3.007","144.911","107.217"
"28","GS","Spencer Pumpelly","3","2:12.358","29:26.942","Green","Track","6.206","6.298","27.198","16.590","29.032","30.164","0.581","11.664","1.617","3.008","145.908","106.820"
"5","GS","Joe Robillard","3","2:20.113","29:32.699","Green","Track","6.466","7.090","28.400","17.634","30.629","31.787","0.589","12.705","1.700","3.113","143.927","101.604"
"59","GS","Jack Roush Jr","3","2:14.151","29:33.546","Green","Track","6.266","6.576","27.421","16.544","29.495","30.653","0.580","11.989","1.620","3.007","146.160","106.622"
"46","GS","Owen Trinkler","4","2:14.407","29:34.135","Green","Track","6.250","6.453","27.539","16.728","29.405","30.943","0.579","11.686","1.628","3.196","146.412","106.098"
"69","GS","Corey Fergus","3","2:13.272","29:46.247","Green","Track","6.314","6.483","27.050","16.477","29.305","30.483","0.576","11.940","1.629","3.015","147.175","106.033"
"80","GS","Martin Barkey","4","2:13.271","29:48.057","Green","Track","6.267","6.473","27.097","16.588","29.406","30.581","0.584","11.607","1.632","3.036","145.159","105.838"
"09","GS","Conor Flynn","4","2:14.967","29:52.593","Green","Track","6.260","6.614","27.460","16.794","29.937","30.601","0.571","12.108","1.609","3.013","148.464","107.351"
"15","GS","Chase Briscoe","4","2:17.390","29:56.014","Green","Track","6.339","6.471","27.262","16.805","29.401","31.211","0.819","14.431","1.619","3.032","103.508","106.688"
"92","GS","Alexandre Premat","4","2:15.134","29:57.260","Green","Track","6.156","6.418","27.030","17.065","30.768","31.021","0.577","11.517","1.607","2.975","146.920","107.484"
"8","GS","Patrick Gallagher","4","2:12.840","29:57.946","Green","Track","6.226","6.370","27.175","16.469","29.215","30.230","0.573","11.988","1.604","2.990","147.945","107.685"
"33","GS","Russell Ward","4","2:13.880","30:02.324","Green","Track","6.210","6.542","27.486","16.634","29.702","30.346","0.577","11.769","1.620","2.994","146.920","106.622"
"3","GS","Kris Wilson","4","2:13.217","30:03.856","Green","Track","6.264","6.401","27.220","16.766","29.186","30.313","0.576","11.837","1.636","3.018","147.175","105.579"
"19","GS","Ari Balogh","4","2:15.223","30:11.703","Green","Track","6.205","6.640","27.566","17.089","29.804","30.738","0.583","11.944","1.631","3.023","145.408","105.903"
"99","GS","Steven Phillips","4","2:15.390","30:20.833","Green","Track","6.334","6.808","27.561","16.739","29.645","30.868","0.570","12.234","1.620","3.011","148.724","106.622"
"56","GS","Jeff Mosing","4","2:14.562","30:21.783","Green","Track","6.241","6.288","27.298","16.868","29.455","31.109","0.582","12.058","1.637","3.026","145.658","105.515"
"26","GS","Jayson Clunie","4","2:13.788","30:25.161","Green","Track","6.219","6.526","27.534","16.578","29.394","30.333","0.563","12.076","1.600","2.965","150.573","107.955"
"65","GS","Brent Mosing","4","2:17.437","30:32.972","Green","Track","6.474","6.817","27.883","17.089","30.036","31.646","0.590","12.172","1.666","3.064","143.683","103.678"
"57","GS","Bryce Ward","4","2:15.550","30:35.740","Green","Track","6.288","6.786","27.745","16.601","29.985","30.693","0.576","12.215","1.643","3.018","147.175","105.129"
"38","GS","James Cox","4","2:15.364","30:39.830","Green","Track","6.319","6.722","27.673","16.805","29.570","31.235","0.588","11.763","1.641","3.048","144.171","105.257"
"4","GS","Ted Giovanis","4","2:22.239","30:46.589","Green","Track","7.010","7.011","28.469","17.562","31.714","32.213","0.586","12.844","1.708","3.122","144.663","101.128"
"82","GS","James Clay","4","2:13.254","31:00.725","Green","Track","6.086","6.548","27.087","16.607","29.337","30.460","0.570","11.966","1.614","2.979","148.724","107.018"
"39","GS","Tyler McQuarrie","4","2:17.078","31:04.443","Green","Track","6.544","6.967","27.954","16.563","29.361","31.594","0.732","12.734","1.620","3.009","115.810","106.622"
