"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SPS"
"15","GTD","Jack Hawksworth","56","2:11.588","2:13:13.083","Green","Track","5.442","11.000","21.381","0.507","23.893","30.102","22.044","12.276","4.943","162.162"
"20","PC","Buddy Rice","48","2:06.944","2:13:13.342","Green","Track","5.253","10.221","19.941","0.517","23.430","28.852","21.878","12.169","4.683","159.025"
"14","GTD","Sage Karam","56","2:11.418","2:13:13.811","Green","Track","5.481","10.218","21.528","0.540","24.555","29.567","22.073","12.471","4.985","152.252"
"50","GTD","Gunnar Jeannette","56","2:11.492","2:13:15.320","Green","Track","5.456","10.655","21.183","0.500","24.017","30.292","21.773","12.613","5.003","164.432"
"93","GTD","Andy Lally","43","2:09.863","2:13:16.072","Green","Track","5.562","10.612","21.102","0.512","23.472","29.505","21.652","12.453","4.993","160.578"
"28","GTD","Daniel Morad","55","2:09.963","2:13:16.638","Green","Track","5.438","10.541","21.048","0.500","23.888","29.514","21.629","12.461","4.944","164.432"
"75","GTD","Tristan Vautier","53","2:08.210","2:13:20.382","Green","Track","5.595","10.215","21.003","0.516","23.123","29.257","21.290","12.181","5.030","159.333"
"911","GTLM","Dirk Werner","55","4:00.381","2:13:23.400","Green","Pit","69.642","16.337","26.949","0.734","27.223","35.637","28.168","17.101","18.590","112.011"
"3","GTLM","Antonio Garcia","57","2:26.434","2:13:38.259","Green","Track","21.236","13.929","20.617","0.503","22.599","28.389","22.116","12.141","4.904","163.451"
"85","P","Stephen Simpson","60","2:17.612","2:14:54.581","Yellow","Track","4.924","9.576","18.762","0.462","21.133","25.447","23.264","22.620","11.424","177.957"
"22","P","Luis Felipe Derani","60","2:20.777","2:14:57.533","Yellow","Track","5.023","9.946","19.057","0.478","21.402","26.031","23.616","22.695","12.529","172.000"
"10","P","Jordan Taylor","60","2:20.021","2:14:58.665","Yellow","Track","5.022","9.392","19.089","0.466","21.184","26.121","23.232","22.712","12.803","176.429"
"2","P","Ryan Dalziel","60","2:20.053","2:14:59.377","Yellow","Track","4.995","9.490","18.923","0.463","21.415","26.114","23.017","22.869","12.767","177.572"
"31","P","Dane Cameron","60","2:20.085","2:15:00.226","Yellow","Track","5.006","9.377","19.035","0.466","21.164","26.141","23.282","22.744","12.870","176.429"
"90","P","Renger Van Der Zande","60","2:21.117","2:15:01.406","Yellow","Track","4.942","9.739","19.336","0.466","21.137","25.820","23.754","22.677","13.246","176.429"
"52","P","Olivier Pla","60","2:21.189","2:15:02.071","Yellow","Track","4.998","9.267","19.322","0.460","21.441","25.897","23.618","22.892","13.294","178.730"
"5","P","Joao Barbosa","60","2:14.009","2:15:04.493","Yellow","Track","5.072","9.221","18.980","0.468","21.063","26.779","23.567","16.682","12.177","175.675"
"66","GTLM","Joey Hand","58","2:10.347","2:15:08.579","Yellow","Track","5.403","9.931","20.262","0.495","22.158","30.781","22.529","12.612","6.176","166.093"
"912","GTLM","Laurens Vanthoor","58","2:10.087","2:15:09.316","Yellow","Track","5.432","9.877","20.320","0.500","22.405","30.206","22.774","12.559","6.014","164.432"
"67","GTLM","Richard Westbrook","58","2:09.788","2:15:10.406","Yellow","Track","5.370","9.883","20.292","0.493","22.386","30.335","22.699","12.476","5.854","166.767"
"4","GTLM","Tommy Milner","58","2:10.060","2:15:11.934","Yellow","Track","5.411","9.994","20.415","0.503","22.443","29.976","22.809","12.587","5.922","163.451"
"96","GTD","Jens Klingmann","57","2:12.852","2:15:17.769","Yellow","Track","5.514","10.176","20.793","0.508","23.156","31.357","22.705","12.875","5.768","161.842"
"38","PC","Patricio O'Ward","59","2:11.438","2:15:18.237","Yellow","Track","5.230","10.268","20.128","0.485","22.377","31.353","22.907","12.781","5.909","169.517"
"73","GTD","Joerg Bergmeister","57","2:14.982","2:15:21.323","Yellow","Track","5.485","10.299","20.762","0.503","23.389","33.830","22.946","12.728","5.040","163.451"
"57","GTD","Lawson Aschenbach","57","2:14.574","2:15:21.919","Yellow","Track","5.505","10.338","20.740","0.507","23.300","33.800","22.773","12.601","5.010","162.162"
"33","GTD","Jeroen Bleekemolen","57","2:14.962","2:15:22.984","Yellow","Track","5.522","10.313","20.670","0.508","23.335","33.657","23.343","12.603","5.011","161.842"
"63","GTD","Alessandro Balzan","57","2:15.790","2:15:24.194","Yellow","Track","5.453","10.391","20.816","0.505","23.373","33.931","23.656","12.679","4.986","162.804"
"26","PC","Gustavo Yacaman","59","2:15.076","2:15:25.011","Yellow","Track","5.323","10.145","20.034","0.490","23.374","34.355","23.584","12.463","5.308","167.788"
"25","GTLM","Alexander Sims","58","2:15.140","2:15:26.119","Yellow","Track","5.377","10.140","20.502","0.497","22.810","34.193","23.944","12.734","4.943","165.424"
"16","GTD","Corey Lewis","54","2:17.598","2:15:27.328","Yellow","Track","5.485","10.845","20.990","0.533","23.690","34.209","23.896","12.843","5.107","154.251"
"24","GTLM","John Edwards","56","2:16.731","2:15:28.340","Yellow","Track","5.365","10.530","20.626","0.497","23.146","34.536","23.967","12.998","5.066","165.424"
"48","GTD","Bryan Sellers","57","2:18.105","2:15:28.889","Yellow","Track","5.529","10.770","21.004","0.506","24.472","33.863","23.870","12.891","5.200","162.482"
"54","GTD","Colin Braun","57","2:18.996","2:15:30.051","Yellow","Track","5.448","10.741","20.978","0.510","24.894","33.740","24.143","12.961","5.581","161.208"
"20","PC","Buddy Rice","49","2:17.538","2:15:30.880","Yellow","Track","5.232","10.096","20.179","0.513","24.950","34.179","23.919","12.692","5.778","160.265"
"15","GTD","Jack Hawksworth","57","2:19.593","2:15:32.676","Yellow","Track","5.475","10.434","20.900","0.506","24.912","34.129","24.298","12.852","6.087","162.482"
"14","GTD","Sage Karam","57","2:19.676","2:15:33.487","Yellow","Track","5.505","10.360","20.947","0.507","24.577","34.448","24.161","12.670","6.501","162.162"
"50","GTD","Gunnar Jeannette","57","2:19.613","2:15:34.933","Yellow","Track","5.516","10.485","20.885","0.505","24.311","33.797","24.761","13.102","6.251","162.804"
"28","GTD","Daniel Morad","56","2:20.769","2:15:37.407","Yellow","Track","5.449","10.682","21.588","0.518","25.041","33.535","25.198","13.602","5.156","158.718"
"75","GTD","Tristan Vautier","54","2:19.695","2:15:40.077","Yellow","Track","5.589","10.188","20.849","0.515","25.443","33.478","24.354","13.606","5.673","159.643"
"3","GTLM","Antonio Garcia","58","2:14.547","2:15:52.806","Yellow","Track","5.453","10.006","22.953","0.621","24.732","29.926","23.560","12.294","5.002","132.393"
"22","P","Luis Felipe Derani","61","4:10.486","2:19:08.019","Yellow","Track","14.520","22.360","49.159","1.446","38.128","52.086","41.178","19.973","11.636","56.857"
"10","P","Jordan Taylor","61","4:10.714","2:19:09.379","Yellow","Track","15.045","22.301","49.172","1.451","38.358","51.797","40.829","20.398","11.363","56.662"
"2","P","Ryan Dalziel","61","4:11.239","2:19:10.616","Yellow","Track","14.957","22.431","49.244","1.523","38.119","52.333","40.198","20.798","11.636","53.983"
"31","P","Dane Cameron","61","4:12.023","2:19:12.249","Yellow","Track","15.186","22.373","52.593","1.410","35.762","52.580","39.037","20.425","12.657","58.309"
"85","P","Stephen Simpson","61","4:18.520","2:19:13.101","Yellow","Pit","14.297","24.265","47.535","1.448","39.829","50.617","42.814","19.001","18.714","56.779"
"90","P","Renger Van Der Zande","61","4:11.819","2:19:13.225","Yellow","Track","15.128","22.443","52.327","1.714","35.515","52.248","39.264","20.742","12.438","47.967"
"52","P","Olivier Pla","61","4:11.800","2:19:13.871","Yellow","Track","15.094","22.861","51.888","1.635","36.018","52.223","38.977","21.194","11.910","50.285"
"5","P","Joao Barbosa","61","4:10.749","2:19:15.242","Yellow","Track","14.329","23.478","51.525","1.536","36.108","51.221","39.625","21.202","11.725","53.526"
"66","GTLM","Joey Hand","59","4:07.997","2:19:16.576","Yellow","Track","11.502","23.519","51.466","1.534","35.932","51.007","40.216","20.664","12.157","53.596"
"912","GTLM","Laurens Vanthoor","59","4:07.994","2:19:17.310","Yellow","Track","11.418","24.053","51.094","1.619","36.100","50.890","40.084","21.110","11.626","50.782"
"67","GTLM","Richard Westbrook","59","4:08.816","2:19:19.222","Yellow","Track","11.379","25.161","50.510","1.597","35.916","50.714","40.237","21.472","11.830","51.481"
"4","GTLM","Tommy Milner","59","4:08.068","2:19:20.002","Yellow","Track","10.934","25.393","50.120","1.568","36.164","50.507","40.199","21.567","11.616","52.434"
"96","GTD","Jens Klingmann","58","4:03.126","2:19:20.895","Yellow","Track","7.965","23.665","49.493","1.776","36.606","50.519","39.482","21.893","11.727","46.293"
"38","PC","Patricio O'Ward","60","4:03.661","2:19:21.898","Yellow","Track","8.138","24.274","49.677","1.500","36.423","50.538","39.445","21.930","11.736","54.811"
"73","GTD","Joerg Bergmeister","58","4:02.019","2:19:23.342","Yellow","Track","7.328","23.626","49.227","1.374","36.866","50.872","38.612","21.759","12.355","59.837"
"57","GTD","Lawson Aschenbach","58","4:02.790","2:19:24.709","Yellow","Track","7.563","23.944","49.594","1.454","36.304","50.724","38.383","22.384","12.440","56.545"
"33","GTD","Jeroen Bleekemolen","58","4:03.116","2:19:26.100","Yellow","Track","7.263","24.792","49.114","1.543","36.514","50.455","38.742","22.156","12.537","53.283"
"63","GTD","Alessandro Balzan","58","4:03.040","2:19:27.234","Yellow","Track","6.959","25.964","49.460","1.474","35.404","50.594","37.921","22.668","12.596","55.777"
"26","PC","Gustavo Yacaman","60","4:02.938","2:19:27.949","Yellow","Track","6.818","26.879","48.665","1.497","35.344","50.940","37.740","22.461","12.594","54.920"
"25","GTLM","Alexander Sims","59","4:02.750","2:19:28.869","Yellow","Track","6.322","27.916","48.828","1.592","34.112","51.235","37.996","21.946","12.803","51.643"
"16","GTD","Corey Lewis","55","4:02.309","2:19:29.637","Yellow","Track","6.369","28.184","48.177","1.576","34.576","51.216","38.431","21.067","12.713","52.167"
"24","GTLM","John Edwards","57","4:02.857","2:19:31.197","Yellow","Track","6.105","29.018","47.723","1.426","34.593","51.070","38.880","20.519","13.523","57.655"
"48","GTD","Bryan Sellers","58","4:03.387","2:19:32.276","Yellow","Track","5.950","29.788","47.688","1.364","34.147","51.097","38.730","20.789","13.834","60.276"
"54","GTD","Colin Braun","58","4:03.424","2:19:33.475","Yellow","Track","5.925","30.099","46.936","1.326","34.170","50.978","39.916","21.147","12.927","62.003"
"20","PC","Buddy Rice","50","4:04.051","2:19:34.931","Yellow","Track","6.343","31.048","46.602","1.357","33.862","50.509","39.778","23.079","11.473","60.587"
"15","GTD","Jack Hawksworth","58","4:04.172","2:19:36.848","Yellow","Track","6.424","31.321","46.260","1.269","33.359","50.647","39.495","23.649","11.748","64.788"
"14","GTD","Sage Karam","58","4:04.148","2:19:37.635","Yellow","Track","6.643","32.188","45.431","1.303","32.731","50.912","39.557","23.424","11.959","63.097"
"50","GTD","Gunnar Jeannette","58","4:03.703","2:19:38.636","Yellow","Track","6.112","33.033","44.860","1.306","32.231","51.361","40.538","22.628","11.634","62.952"
"28","GTD","Daniel Morad","57","4:02.248","2:19:39.655","Yellow","Track","6.657","31.525","45.349","1.497","32.943","49.321","43.844","19.882","11.230","54.920"
"75","GTD","Tristan Vautier","55","4:00.697","2:19:40.774","Yellow","Track","6.512","31.973","43.957","1.491","32.913","48.847","45.203","18.883","10.918","55.141"
"3","GTLM","Antonio Garcia","59","3:48.685","2:19:41.491","Yellow","Track","5.505","22.491","42.518","1.500","33.245","48.714","45.182","18.694","10.836","54.811"
"22","P","Luis Felipe Derani","62","4:08.498","2:23:16.517","Green","Track","14.415","21.492","45.543","1.423","37.013","63.456","49.102","11.617","4.437","57.776"
"10","P","Jordan Taylor","62","4:07.718","2:23:17.097","Green","Track","14.521","22.182","44.803","1.363","37.538","62.608","48.475","11.725","4.503","60.320"
"2","P","Ryan Dalziel","62","4:06.722","2:23:17.338","Green","Track","14.596","22.026","44.696","1.402","37.347","62.504","48.134","11.583","4.434","58.642"
"31","P","Dane Cameron","62","4:05.819","2:23:18.068","Green","Track","15.263","21.224","44.481","1.407","38.283","62.112","46.857","11.677","4.515","58.433"
"90","P","Renger Van Der Zande","62","4:05.141","2:23:18.366","Green","Track","15.577","22.221","44.382","1.503","37.428","61.376","46.388","11.790","4.476","54.701"
"52","P","Olivier Pla","62","4:04.754","2:23:18.625","Green","Track","15.695","22.822","43.646","1.542","37.378","61.727","45.980","11.511","4.453","53.318"
"5","P","Joao Barbosa","62","4:04.411","2:23:19.653","Green","Track","15.563","23.642","42.718","1.387","37.856","61.896","45.168","11.645","4.536","59.276"
"66","GTLM","Joey Hand","60","4:04.757","2:23:21.333","Green","Track","14.967","24.280","42.774","1.546","38.146","61.255","44.565","12.362","4.862","53.180"
"912","GTLM","Laurens Vanthoor","60","4:04.244","2:23:21.554","Green","Track","15.683","24.958","41.510","1.349","38.600","60.988","44.061","12.252","4.843","60.946"
"67","GTLM","Richard Westbrook","60","4:03.602","2:23:22.824","Green","Track","16.034","24.593","41.468","1.354","38.169","61.908","42.820","12.381","4.875","60.721"
"4","GTLM","Tommy Milner","60","4:03.006","2:23:23.008","Green","Track","16.193","25.610","41.637","1.384","36.870","61.831","42.315","12.317","4.849","59.405"
"38","PC","Patricio O'Ward","61","4:02.613","2:23:24.511","Green","Track","16.902","25.049","41.532","1.594","36.367","63.353","41.135","12.021","4.660","51.578"
"96","GTD","Jens Klingmann","59","4:04.062","2:23:24.957","Green","Track","16.266","25.530","41.899","1.579","36.128","62.919","42.252","12.524","4.965","52.068"
"73","GTD","Joerg Bergmeister","59","4:03.418","2:23:26.760","Green","Track","16.842","25.159","41.001","1.702","36.538","63.095","41.605","12.503","4.973","48.305"
"57","GTD","Lawson Aschenbach","59","4:02.476","2:23:27.185","Green","Track","17.075","24.667","43.104","1.674","34.300","63.282","40.811","12.586","4.977","49.113"
"26","PC","Gustavo Yacaman","61","3:59.643","2:23:27.592","Green","Track","17.703","26.478","43.205","1.657","31.900","63.695","38.000","12.259","4.746","49.617"
"33","GTD","Jeroen Bleekemolen","59","4:01.635","2:23:27.735","Green","Track","16.955","25.123","42.709","1.311","34.974","62.796","40.189","12.585","4.993","62.712"
"25","GTLM","Alexander Sims","60","3:59.167","2:23:28.036","Green","Track","17.901","26.931","42.441","2.136","31.373","63.650","37.707","12.229","4.799","38.491"
"63","GTD","Alessandro Balzan","59","4:00.919","2:23:28.153","Green","Track","17.626","25.626","44.014","1.396","32.236","63.810","38.468","12.804","4.939","58.894"
"24","GTLM","John Edwards","58","3:57.927","2:23:29.124","Green","Track","18.282","27.176","41.156","1.989","31.249","63.946","36.938","12.295","4.896","41.335"
"48","GTD","Bryan Sellers","59","3:57.512","2:23:29.788","Green","Track","17.951","27.466","40.890","2.433","30.930","63.598","36.799","12.483","4.962","33.792"
"54","GTD","Colin Braun","59","3:56.772","2:23:30.247","Green","Track","17.786","27.890","40.369","2.166","31.150","63.863","36.064","12.546","4.938","37.957"
"20","PC","Buddy Rice","51","3:55.531","2:23:30.462","Green","Track","17.955","27.738","39.985","2.015","31.615","64.570","34.497","12.173","4.983","40.802"
"16","GTD","Corey Lewis","56","4:00.830","2:23:30.467","Green","Track","18.670","27.131","41.577","2.163","31.213","63.973","37.213","13.196","5.694","38.010"
"15","GTD","Jack Hawksworth","59","3:54.569","2:23:31.417","Green","Track","18.489","26.900","40.755","1.928","30.732","64.895","33.486","12.443","4.941","42.643"
"14","GTD","Sage Karam","59","3:54.590","2:23:32.225","Green","Track","18.599","27.276","40.273","1.938","30.465","64.847","33.843","12.391","4.958","42.423"
"50","GTD","Gunnar Jeannette","59","3:54.488","2:23:33.124","Green","Track","18.772","27.712","39.601","1.891","30.671","64.371","34.129","12.387","4.954","43.477"
"85","P","Stephen Simpson","62","4:20.535","2:23:33.636","Green","Track","53.726","26.642","38.627","1.436","31.452","61.343","31.421","11.469","4.419","57.253"
"28","GTD","Daniel Morad","58","3:54.802","2:23:34.457","Green","Track","19.879","27.353","39.213","1.977","32.061","63.385","33.444","12.530","4.960","41.586"
"3","GTLM","Antonio Garcia","60","3:53.447","2:23:34.938","Green","Track","20.371","28.989","37.904","1.942","31.783","62.547","32.927","12.115","4.869","42.336"
"75","GTD","Tristan Vautier","56","3:55.417","2:23:36.191","Green","Track","19.998","27.615","39.375","1.986","31.834","62.978","33.249","13.342","5.040","41.398"
"22","P","Luis Felipe Derani","63","1:54.824","2:25:11.341","Green","Track","5.018","9.312","18.928","0.468","21.170","25.528","18.865","11.107","4.428","175.675"
"10","P","Jordan Taylor","63","1:56.769","2:25:13.866","Green","Track","5.043","9.567","19.220","0.467","21.567","26.154","19.209","11.064","4.478","176.051"
