"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"23","GTD","Bill Sweedler","225","2:06.832","8:22:44.225","Green","Track","5.987","6.001","26.042","15.636","27.755","28.977","0.554","11.525","1.525","2.830","153.019","113.264"
"26","PC","Colin Thompson","230","2:01.424","8:22:44.315","Green","Track","5.619","5.611","24.652","15.268","27.071","27.495","0.532","11.050","1.446","2.680","159.347","119.452"
"38","PC","Kyle Masson","237","1:59.134","8:22:48.105","Green","Track","5.539","5.942","24.678","15.084","26.377","26.724","0.518","10.294","1.387","2.591","163.654","124.533"
"85","P","Misha Goikhberg","242","1:56.540","8:22:48.862","Green","Track","5.258","5.462","23.944","14.742","26.044","26.035","0.500","10.677","1.358","2.520","169.545","127.192"
"911","GTLM","Frederic Makowiecki","234","2:00.329","8:22:48.916","Green","Track","5.627","5.722","24.383","15.469","26.287","27.323","0.543","10.826","1.449","2.700","156.119","119.204"
"55","P","Jonathan Bomarito","218","1:56.571","8:22:50.474","Green","Track","5.382","5.704","23.741","14.819","25.773","26.150","0.514","10.624","1.353","2.511","164.927","127.662"
"25","GTLM","Bill Auberlen","233","2:00.764","8:22:54.365","Green","Track","5.722","5.950","24.819","15.191","26.526","27.325","0.540","10.531","1.451","2.709","156.987","119.040"
"31","P","Eric Curran","242","2:05.711","8:22:54.835","Green","Pit","5.303","5.807","23.863","14.737","25.039","25.741","0.543","10.979","3.971","9.728","156.119","43.497"
"66","GTLM","Dirk Mueller","234","2:00.136","8:22:54.821","Green","Track","5.685","5.634","24.395","15.234","26.491","27.494","0.542","10.502","1.447","2.712","156.407","119.369"
"68","GTLM","Billy Johnson","234","1:59.912","8:22:55.815","Green","Track","5.664","5.587","24.488","15.137","26.345","27.323","0.538","10.659","1.457","2.714","157.570","118.550"
"3","GTLM","Jan Magnussen","234","2:00.066","8:22:56.673","Green","Track","5.628","5.622","24.500","15.160","26.379","27.527","0.536","10.568","1.449","2.697","158.158","119.204"
